Ensembl ID,Gene symbol,Gene type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4
ENSG00000181577.15,C6orf223,protein_coding,3,3,4,3,3,4,4,3
ENSG00000181585.3,TMIE,protein_coding,1,2,5,9,9,8,15,14
ENSG00000181588.16,MEX3D,protein_coding,803,909,602,762,933,592,734,875
ENSG00000181610.12,MRPS23,protein_coding,1509,1517,1307,1367,1038,990,1030,1059
ENSG00000181619.11,GPR135,protein_coding,19,81,29,60,89,33,162,122
ENSG00000181625.17,SLX1B,protein_coding,138,139,114,115,78,74,95,108
ENSG00000181626.11,ANKRD62,protein_coding,0,1,3,6,2,10,1,1
ENSG00000181631.6,P2RY13,protein_coding,4,1,3,3,1,1,3,5
ENSG00000181634.7,TNFSF15,protein_coding,7351,8325,7007,7531,8158,4682,10656,11007
ENSG00000181638.17,ZFP41,protein_coding,222,377,210,260,257,136,210,183
ENSG00000181649.5,PHLDA2,protein_coding,1540,1649,1506,1450,2244,1625,1979,2598
ENSG00000181652.18,ATG9B,protein_coding,108,192,151,104,515,627,854,921
ENSG00000181656.6,GPR88,protein_coding,12,18,11,19,8,17,14,22
ENSG00000181666.17,HKR1,protein_coding,412,626,303,368,440,286,345,533
ENSG00000181690.7,PLAG1,protein_coding,195,411,225,279,277,297,248,371
ENSG00000181704.11,YIPF6,protein_coding,1016,1529,1078,1171,1246,774,1368,1341
ENSG00000181722.15,ZBTB20,protein_coding,217,305,166,171,567,163,491,502
ENSG00000181741.7,FDX1P1,processed_pseudogene,78,96,84,79,87,45,43,65
ENSG00000181744.8,C3orf58,protein_coding,1407,2010,1412,1805,3006,1551,2980,2990
ENSG00000181751.9,C5orf30,protein_coding,407,618,463,379,429,348,394,454
ENSG00000181754.6,AMIGO1,protein_coding,24,39,15,21,16,27,14,17
ENSG00000181773.6,GPR3,protein_coding,82,106,89,66,48,28,74,51
ENSG00000181781.9,ODF3L2,protein_coding,10,2,2,6,2,4,5,5
ENSG00000181788.3,SIAH2,protein_coding,706,890,541,549,905,561,708,986
ENSG00000181789.14,COPG1,protein_coding,2989,4847,3192,3107,2790,1928,3031,3082
ENSG00000181790.10,ADGRB1,protein_coding,8,4,7,7,8,16,3,19
ENSG00000181800.5,CELF2-AS1,antisense,14,0,1,21,9,6,24,21
ENSG00000181804.14,SLC9A9,protein_coding,58,89,58,65,32,23,40,22
ENSG00000181817.5,LSM10,protein_coding,909,1253,1085,936,1188,1074,897,1133
ENSG00000181819.14,KCTD9P2,processed_pseudogene,21,42,37,36,61,24,61,55
ENSG00000181826.9,RELL1,protein_coding,1160,1667,1096,1219,681,603,967,911
ENSG00000181827.14,RFX7,protein_coding,1338,2343,1304,1603,1328,849,1343,1336
ENSG00000181830.8,SLC35C1,protein_coding,765,1107,692,720,630,481,688,798
ENSG00000181847.11,TIGIT,protein_coding,3,5,9,9,10,21,35,15
ENSG00000181852.17,RNF41,protein_coding,1480,2077,1322,1645,1207,778,1076,1275
ENSG00000181856.14,SLC2A4,protein_coding,90,89,80,76,81,66,45,79
ENSG00000181873.12,IBA57,protein_coding,164,266,115,213,217,129,188,228
ENSG00000181885.18,CLDN7,protein_coding,262,317,224,193,151,91,171,245
ENSG00000181894.14,ZNF329,protein_coding,270,299,249,291,345,262,401,326
ENSG00000181896.11,ZNF101,protein_coding,168,356,189,208,295,169,323,373
ENSG00000181904.8,C5orf24,protein_coding,5475,7798,5441,6278,14290,7452,14694,16079
ENSG00000181915.4,ADO,protein_coding,773,1255,921,831,897,767,807,955
ENSG00000181924.6,COA4,protein_coding,2118,2181,1783,2117,1768,1492,1964,2028
ENSG00000181929.11,PRKAG1,protein_coding,1191,1646,974,1119,693,614,793,775
ENSG00000181938.13,GINS3,protein_coding,352,488,300,424,400,267,353,522
ENSG00000181982.17,CCDC149,protein_coding,279,411,260,372,253,234,234,264
ENSG00000181984.11,GOLGA8CP,unprocessed_pseudogene,63,54,26,65,31,30,38,81
ENSG00000181991.15,MRPS11,protein_coding,579,762,558,592,464,314,477,646
ENSG00000181997.8,AQP7P2,unprocessed_pseudogene,3,6,4,1,2,2,1,1
ENSG00000182004.12,SNRPE,protein_coding,355,369,306,363,293,243,268,298
ENSG00000182010.10,RTKN2,protein_coding,13,18,21,10,23,22,22,19
ENSG00000182013.17,PNMAL1,protein_coding,13,12,2,2,3,5,1,2
ENSG00000182021.9,RP11-381O7.3,lincRNA,16,54,37,20,98,44,134,102
ENSG00000182022.17,CHST15,protein_coding,2743,3319,2194,2402,813,740,691,960
ENSG00000182048.11,TRPC2,transcribed_unprocessed_pseudogene,7,3,1,0,0,2,1,7
ENSG00000182050.13,MGAT4C,protein_coding,28,72,72,71,49,59,124,112
ENSG00000182054.9,IDH2,protein_coding,1842,2956,1639,1876,741,613,811,890
ENSG00000182057.4,OGFRP1,lincRNA,0,5,0,10,0,2,3,8
ENSG00000182087.12,TMEM259,protein_coding,2488,4512,2550,2711,3557,2313,4060,4289
ENSG00000182093.14,WRB,protein_coding,2125,2688,1995,2227,2084,1842,2571,2449
ENSG00000182095.14,TNRC18,protein_coding,956,1871,950,1130,1994,899,1767,1618
ENSG00000182103.4,FAM181B,protein_coding,3,3,0,4,2,0,1,8
ENSG00000182107.6,TMEM30B,protein_coding,22,4,18,14,21,12,14,8
ENSG00000182109.7,RP11-69E11.4,antisense,28,41,30,25,83,30,78,76
ENSG00000182111.8,ZNF716,protein_coding,7,3,8,2,6,3,9,14
ENSG00000182117.5,NOP10,protein_coding,3657,4043,3250,3841,5973,3815,4701,5396
ENSG00000182118.5,FAM89A,protein_coding,919,824,695,773,97,91,102,185
ENSG00000182132.12,KCNIP1,protein_coding,1,0,5,0,0,6,5,0
ENSG00000182134.15,TDRKH,protein_coding,83,131,126,152,160,81,109,136
ENSG00000182141.9,ZNF708,protein_coding,122,209,147,165,154,130,144,216
ENSG00000182149.20,IST1,protein_coding,2586,3673,2335,2566,3383,1877,2963,3416
ENSG00000182150.15,ERCC6L2,protein_coding,477,725,501,546,275,219,336,428
ENSG00000182154.7,MRPL41,protein_coding,1502,1830,1446,1670,1149,1168,1155,1366
ENSG00000182158.14,CREB3L2,protein_coding,4351,6267,3877,4743,2759,2573,3757,3526
ENSG00000182165.17,TP53TG1,lincRNA,88,132,102,106,49,75,50,73
ENSG00000182168.14,UNC5C,protein_coding,24,13,24,20,23,25,27,35
ENSG00000182173.12,TSEN54,protein_coding,168,300,159,185,473,250,421,492
ENSG00000182175.13,RGMA,protein_coding,3,6,2,6,12,11,19,36
ENSG00000182177.13,ASB18,protein_coding,7,1,9,6,2,10,6,3
ENSG00000182179.10,UBA7,protein_coding,247,444,238,229,339,266,297,363
ENSG00000182180.13,MRPS16,protein_coding,1029,1074,962,975,516,650,631,787
ENSG00000182185.18,RAD51B,protein_coding,109,85,56,62,48,53,119,98
ENSG00000182195.7,LDOC1,protein_coding,2937,3749,2767,2994,2290,2081,2318,2610
ENSG00000182196.13,ARL6IP4,protein_coding,16,25,14,8,35,2,51,23
ENSG00000182197.10,EXT1,protein_coding,4885,5823,3841,4340,2634,2394,2739,3241
ENSG00000182199.10,SHMT2,protein_coding,2094,3346,2019,2022,2419,1458,2219,2571
ENSG00000182208.12,MOB2,protein_coding,599,1066,694,624,1476,823,1465,1628
ENSG00000182218.9,HHIPL1,protein_coding,62,97,49,40,68,36,62,57
ENSG00000182220.13,ATP6AP2,protein_coding,8499,11394,8309,9722,10678,8513,11204,12511
ENSG00000182224.11,CYB5D1,protein_coding,13,24,3,8,2,2,26,3
ENSG00000182230.11,FAM153B,protein_coding,8,4,13,10,4,10,2,6
ENSG00000182240.15,BACE2,protein_coding,5299,7452,4732,5336,3625,3011,4157,4884
ENSG00000182247.9,UBE2E2,protein_coding,1269,1580,1197,1260,1072,1008,961,1497
ENSG00000182253.14,SYNM,protein_coding,763,904,639,728,854,718,734,831
ENSG00000182256.12,GABRG3,protein_coding,8,4,3,5,3,9,16,19
ENSG00000182257.6,PRR34,protein_coding,4,17,8,3,15,3,4,16
ENSG00000182261.3,NLRP10,protein_coding,4,5,2,3,10,3,6,20
ENSG00000182263.13,FIGN,protein_coding,26,77,62,67,60,44,46,42
ENSG00000182264.8,IZUMO1,protein_coding,6,28,4,7,88,47,80,151
ENSG00000182272.11,B4GALNT4,protein_coding,39,116,46,56,105,33,61,79
ENSG00000182287.13,AP1S2,protein_coding,3318,4095,3033,3210,3754,3020,3994,4217
ENSG00000182307.12,C8orf33,protein_coding,418,707,463,520,612,432,592,611
ENSG00000182308.6,DCAF4L1,protein_coding,27,23,19,16,58,15,36,52
ENSG00000182310.12,SPACA6P,processed_transcript,273,354,220,229,938,483,1178,1346
ENSG00000182318.5,ZSCAN22,protein_coding,484,641,373,510,960,558,666,786
ENSG00000182324.6,KCNJ14,protein_coding,10,10,18,13,26,7,14,28
ENSG00000182325.10,FBXL6,protein_coding,244,382,184,221,443,134,353,489
ENSG00000182326.14,C1S,protein_coding,5,23,8,5,23,3,29,23
ENSG00000182329.10,KIAA2012,protein_coding,9,2,9,9,9,12,12,11
ENSG00000182330.10,PRAMEF8,protein_coding,3,1,2,3,1,2,4,6
ENSG00000182333.14,LIPF,protein_coding,9,0,6,9,3,0,0,13
ENSG00000182347.10,PDSS1P1,processed_pseudogene,28,62,51,40,33,38,51,30
ENSG00000182351.7,CRIP1P4,processed_pseudogene,16,65,21,17,15,47,26,38
ENSG00000182359.14,KBTBD3,protein_coding,143,162,90,117,57,91,67,97
ENSG00000182362.13,YBEY,protein_coding,262,359,213,299,193,191,195,215
ENSG00000182366.9,FAM87A,lincRNA,32,19,1,4,21,5,13,15
ENSG00000182372.7,CLN8,protein_coding,379,556,273,375,516,368,511,550
ENSG00000182376.2,RP5-1142A6.8,antisense,3,0,0,0,3,0,7,7
ENSG00000182378.12,PLCXD1,protein_coding,82,134,112,105,68,52,142,133
ENSG00000182379.9,NXPH4,protein_coding,4,13,16,16,7,28,7,14
ENSG00000182383.8,RPL27AP5,processed_pseudogene,37,60,43,53,48,20,35,43
ENSG00000182389.18,CACNB4,protein_coding,13,21,19,21,28,22,38,42
ENSG00000182397.14,DNM1P46,transcribed_unprocessed_pseudogene,60,61,37,65,70,77,82,97
ENSG00000182400.14,TRAPPC6B,protein_coding,1329,1853,1281,1418,2068,1304,1892,2246
ENSG00000182405.5,PGBD4,protein_coding,61,151,110,129,185,146,240,237
ENSG00000182446.13,NPLOC4,protein_coding,3703,6597,3913,4063,3382,2749,3924,4681
ENSG00000182463.15,TSHZ2,protein_coding,8,9,4,4,10,11,7,4
ENSG00000182472.8,CAPN12,protein_coding,16,8,9,3,17,15,20,37
ENSG00000182473.20,EXOC7,protein_coding,2834,4545,2195,2707,2946,1759,2833,2885
ENSG00000182481.8,KPNA2,protein_coding,6124,7804,6367,6880,4298,4333,5001,5426
ENSG00000182484.14,WASH6P,transcribed_unprocessed_pseudogene,380,709,377,405,710,369,959,909
ENSG00000182487.12,NCF1B,transcribed_unprocessed_pseudogene,3,3,1,1,2,1,5,16
ENSG00000182489.8,XKRX,protein_coding,14,0,8,0,5,2,12,30
ENSG00000182492.15,BGN,protein_coding,6955,10931,5653,6536,4533,3396,5351,5534
ENSG00000182504.10,CEP97,protein_coding,303,485,218,291,397,347,335,473
ENSG00000182511.11,FES,protein_coding,480,865,601,636,1980,696,1842,1819
ENSG00000182512.4,GLRX5,protein_coding,1783,1998,1704,1855,1341,1195,1168,1437
ENSG00000182518.13,FAM104B,protein_coding,116,111,117,112,74,111,96,91
ENSG00000182521.5,TBPL2,protein_coding,6,5,4,5,6,6,4,15
ENSG00000182534.13,MXRA7,protein_coding,3354,4425,3643,3812,4136,3544,4845,5060
ENSG00000182541.17,LIMK2,protein_coding,2693,3588,2120,2337,2670,1643,2884,3399
ENSG00000182544.8,MFSD5,protein_coding,665,978,749,673,1555,918,1115,1542
ENSG00000182545.6,RNASE10,protein_coding,0,4,2,3,0,0,4,0
ENSG00000182551.13,ADI1,protein_coding,1169,1255,1301,1289,1892,1069,1368,1681
ENSG00000182552.14,RWDD4,protein_coding,734,972,680,684,741,652,775,997
ENSG00000182557.7,SPNS3,protein_coding,2,4,2,1,4,0,6,5
ENSG00000182568.16,SATB1,protein_coding,174,229,132,147,94,51,123,79
ENSG00000182574.8,RP3-341D10.1,processed_pseudogene,9,4,2,2,19,2,10,10
ENSG00000182575.7,NXPH3,protein_coding,8,43,9,12,12,7,28,21
ENSG00000182578.13,CSF1R,protein_coding,6,4,10,4,22,5,9,14
ENSG00000182580.2,EPHB3,protein_coding,7,8,10,3,59,10,43,57
ENSG00000182584.4,ACTL10,protein_coding,29,50,41,57,38,41,27,41
ENSG00000182585.9,EPGN,protein_coding,6,1,7,2,13,2,22,4
ENSG00000182586.7,LINC00334,lincRNA,1,12,4,4,9,4,3,10
ENSG00000182600.9,C2orf82,protein_coding,28,56,27,27,47,28,57,59
ENSG00000182606.14,TRAK1,protein_coding,2810,4197,2543,2842,5412,3444,6430,6034
ENSG00000182612.10,TSPAN10,protein_coding,24,25,9,6,31,13,51,28
ENSG00000182621.16,PLCB1,protein_coding,1405,1798,1275,1409,1263,896,1131,1329
ENSG00000182625.3,RP11-123C21.1,processed_pseudogene,2,1,5,4,5,3,1,2
ENSG00000182628.12,SKA2,protein_coding,795,941,862,974,656,649,615,764
ENSG00000182636.5,NDN,protein_coding,115,141,115,180,137,128,89,107
ENSG00000182648.11,LINC01006,lincRNA,71,128,40,79,106,66,100,72
ENSG00000182667.14,NTM,protein_coding,444,836,505,477,284,479,530,669
ENSG00000182670.13,TTC3,protein_coding,4452,5921,3887,4280,3685,2671,4520,4442
ENSG00000182674.5,KCNB2,protein_coding,0,0,0,6,3,5,4,1
ENSG00000182685.7,BRICD5,protein_coding,48,120,48,71,184,48,182,153
ENSG00000182687.3,GALR2,protein_coding,8,4,13,3,2,9,13,34
ENSG00000182700.4,IGIP,protein_coding,233,283,148,162,293,141,287,252
ENSG00000182704.7,TSKU,protein_coding,528,839,470,547,1485,795,1261,1290
ENSG00000182718.16,ANXA2,protein_coding,19759,21104,20680,21036,23620,23078,21658,26953
ENSG00000182722.5,SEPHS1P1,processed_pseudogene,21,7,3,15,5,8,15,18
ENSG00000182732.16,RGS6,protein_coding,8,0,1,0,5,5,8,9
ENSG00000182742.5,HOXB4,protein_coding,469,753,463,478,462,410,506,580
ENSG00000182749.5,PAQR7,protein_coding,120,223,121,132,143,137,159,125
ENSG00000182752.9,PAPPA,protein_coding,580,1731,1029,1027,3102,2412,4697,4292
ENSG00000182759.3,MAFA,protein_coding,5,5,8,1,12,7,23,33
ENSG00000182768.8,NGRN,protein_coding,697,989,488,670,1071,674,753,947
ENSG00000182771.17,GRID1,protein_coding,3,4,3,2,1,14,0,6
ENSG00000182774.10,RPS17,protein_coding,17299,20893,16952,17808,9691,10769,11338,12774
ENSG00000182791.4,CCDC87,protein_coding,5,3,17,1,21,23,5,17
ENSG00000182795.12,C1orf116,protein_coding,5,3,5,6,3,5,6,3
ENSG00000182796.12,TMEM198B,unitary_pseudogene,78,140,79,71,56,49,73,84
ENSG00000182809.10,CRIP2,protein_coding,12752,17693,11810,11605,19040,16213,18654,22243
ENSG00000182810.6,DDX28,protein_coding,259,366,268,284,157,159,206,236
ENSG00000182814.7,FUNDC2P2,transcribed_processed_pseudogene,50,48,45,32,26,34,13,33
ENSG00000182827.8,ACBD3,protein_coding,2168,2644,2245,2430,2258,1756,2241,2652
ENSG00000182831.11,C16orf72,protein_coding,1746,2155,1512,1916,2389,1563,1969,2466
ENSG00000182836.9,PLCXD3,protein_coding,877,1364,882,982,3652,2193,3549,4048
ENSG00000182841.12,RRP7BP,transcribed_unprocessed_pseudogene,233,275,178,272,266,159,278,308
ENSG00000182853.11,VMO1,protein_coding,3,0,9,4,4,8,6,11
ENSG00000182858.13,ALG12,protein_coding,236,426,219,252,463,319,581,510
ENSG00000182866.16,LCK,protein_coding,3,5,2,4,9,8,14,9
ENSG00000182870.12,GALNT9,protein_coding,0,12,1,0,13,10,21,20
ENSG00000182871.14,COL18A1,protein_coding,3550,5128,3104,3444,2829,1904,3176,3495
ENSG00000182872.15,RBM10,protein_coding,1344,1741,1022,1332,1715,1151,1511,1589
ENSG00000182873.5,RP11-181G12.2,antisense,29,53,26,9,51,50,25,35
ENSG00000182888.5,RP11-558O12.1,processed_pseudogene,54,62,61,63,35,37,48,45
ENSG00000182890.4,GLUD2,protein_coding,1181,1999,877,1042,1724,1285,1598,1793
ENSG00000182898.3,TCHHL1,protein_coding,3,3,2,1,3,4,12,0
ENSG00000182899.14,RPL35A,protein_coding,11155,10151,11150,10537,6927,6674,6539,7999
ENSG00000182901.15,RGS7,protein_coding,12,20,12,5,10,30,23,25
ENSG00000182902.13,SLC25A18,protein_coding,9,42,18,6,12,17,19,33
ENSG00000182903.15,ZNF721,protein_coding,260,561,332,405,498,277,422,415
ENSG00000182916.7,TCEAL7,protein_coding,66,96,75,76,139,112,67,118
ENSG00000182919.14,C11orf54,protein_coding,498,585,417,498,301,230,315,413
ENSG00000182921.9,CCDC75P1,processed_pseudogene,58,86,83,94,114,130,94,152
ENSG00000182923.16,CEP63,protein_coding,468,746,537,573,338,417,507,447
ENSG00000182934.11,SRPR,protein_coding,2160,3192,2146,2573,2796,1963,2824,3139
ENSG00000182944.17,EWSR1,protein_coding,3750,5089,3478,3941,3893,2643,4987,5353
ENSG00000182952.4,HMGN4,protein_coding,1002,1349,1029,1048,1084,817,1035,1305
ENSG00000182957.15,SPATA13,protein_coding,467,751,483,580,460,421,616,719
ENSG00000182963.9,GJC1,protein_coding,122,109,97,128,280,150,214,231
ENSG00000182965.6,NPM1P14,processed_pseudogene,1,9,7,16,8,3,6,3
ENSG00000182968.4,SOX1,protein_coding,158,87,184,167,87,143,51,144
ENSG00000182973.18,CNOT10,protein_coding,377,440,351,332,340,227,237,268
ENSG00000182979.17,MTA1,protein_coding,1797,3120,1714,1952,1762,1397,2297,2251
ENSG00000182983.14,ZNF662,protein_coding,14,26,16,28,4,18,7,17
ENSG00000182985.16,CADM1,protein_coding,135,99,132,94,122,122,53,144
ENSG00000182986.12,ZNF320,protein_coding,320,391,286,273,378,271,411,525
ENSG00000182993.3,C12orf60,protein_coding,73,71,42,17,54,48,74,87
ENSG00000183010.16,PYCR1,protein_coding,604,1058,416,503,386,308,340,516
ENSG00000183011.13,NAA38,protein_coding,2315,3074,2529,2539,1627,1471,1986,2131
ENSG00000183018.8,SPNS2,protein_coding,1020,1698,945,1098,1062,1068,1396,1257
ENSG00000183019.7,MCEMP1,protein_coding,0,11,7,14,2,11,14,31
ENSG00000183020.13,AP2A2,protein_coding,3148,5128,3320,3553,2434,1519,2275,2787
ENSG00000183022.5,TPM3P8,processed_pseudogene,165,228,135,89,171,95,157,168
ENSG00000183023.18,SLC8A1,protein_coding,124,104,122,147,68,85,145,114
ENSG00000183032.10,SLC25A21,protein_coding,46,19,25,34,5,20,3,4
ENSG00000183044.11,ABAT,protein_coding,37,43,31,46,38,27,32,4
ENSG00000183048.11,SLC25A10,protein_coding,54,84,58,49,12,16,25,33
ENSG00000183049.12,CAMK1D,protein_coding,24,35,37,20,29,41,33,41
ENSG00000183054.11,RGPD6,protein_coding,773,1064,648,932,1109,711,1118,1333
ENSG00000183055.5,FAM133CP,processed_pseudogene,33,29,8,11,23,23,13,20
ENSG00000183060.15,LYSMD4,protein_coding,108,131,97,68,128,185,192,217
ENSG00000183066.14,WBP2NL,protein_coding,8,29,10,8,33,21,20,37
ENSG00000183072.9,NKX2-5,protein_coding,13,31,13,13,24,18,11,16
ENSG00000183077.15,AFMID,protein_coding,446,221,199,187,313,314,309,442
ENSG00000183087.14,GAS6,protein_coding,437,496,286,329,355,297,314,429
ENSG00000183090.5,FREM3,protein_coding,0,9,2,3,12,4,26,15
ENSG00000183091.19,NEB,protein_coding,90,118,87,146,149,127,238,244
ENSG00000183092.15,BEGAIN,protein_coding,6,9,3,9,4,21,15,19
ENSG00000183111.11,ARHGEF37,protein_coding,122,226,119,177,174,93,173,133
ENSG00000183114.7,FAM43B,protein_coding,33,46,39,37,50,32,59,39
ENSG00000183117.17,CSMD1,protein_coding,8,13,16,13,34,15,25,29
ENSG00000183134.4,PTGDR2,protein_coding,7,13,10,14,7,6,5,8
ENSG00000183137.14,CEP57L1,protein_coding,188,242,196,191,115,165,164,175
ENSG00000183145.8,RIPPLY3,protein_coding,3,4,2,2,5,3,7,3
ENSG00000183146.4,PRORY,protein_coding,6,7,3,6,9,12,7,11
ENSG00000183148.6,ANKRD20A2,protein_coding,34,63,29,53,28,44,60,49
ENSG00000183150.7,GPR19,protein_coding,0,8,1,1,6,2,0,3
ENSG00000183154.1,RP11-863K10.7,antisense,23,39,10,6,9,1,0,2
ENSG00000183155.4,RABIF,protein_coding,1125,1389,1163,1227,1414,903,1298,1572
ENSG00000183160.8,TMEM119,protein_coding,3,4,3,2,3,3,10,3
ENSG00000183161.4,FANCF,protein_coding,405,517,372,429,337,294,283,383
ENSG00000183166.10,CALN1,protein_coding,0,0,3,0,10,4,12,23
ENSG00000183171.5,RP11-49C9.2,processed_pseudogene,166,202,185,164,271,151,175,221
ENSG00000183172.8,SMDT1,protein_coding,1370,1516,1220,1126,771,800,897,1047
ENSG00000183185.9,GABRR3,protein_coding,2,6,3,2,2,7,5,4
ENSG00000183186.7,C2CD4C,protein_coding,3,3,6,6,1,3,5,10
ENSG00000183196.8,CHST6,protein_coding,1,29,3,8,8,15,17,9
ENSG00000183199.6,HSP90AB3P,processed_pseudogene,7547,10353,5940,6837,12295,6476,8527,10501
ENSG00000183206.16,POTEC,protein_coding,0,0,4,0,0,0,2,4
ENSG00000183207.12,RUVBL2,protein_coding,2581,3354,2333,2704,1961,1541,2199,2107
ENSG00000183208.12,GDPGP1,protein_coding,84,210,87,110,218,60,105,127
ENSG00000183230.16,CTNNA3,protein_coding,9,14,13,5,7,7,15,19
ENSG00000183239.5,RP5-1120P11.4,processed_pseudogene,19,29,27,25,10,8,14,13
ENSG00000183242.11,WT1-AS,antisense,80,45,60,76,135,61,95,112
ENSG00000183248.11,PRR36,protein_coding,2,4,1,2,3,6,2,10
ENSG00000183250.11,LINC01547,lincRNA,53,59,58,40,18,30,40,19
ENSG00000183255.11,PTTG1IP,protein_coding,19361,26844,18741,22792,26187,19318,27276,28914
ENSG00000183258.11,DDX41,protein_coding,1860,2993,1872,1920,1842,1328,1824,2281
ENSG00000183281.14,PLGLB1,protein_coding,12,17,12,8,29,7,38,22
ENSG00000183283.15,DAZAP2,protein_coding,3760,4481,3647,3907,1485,1548,1826,2227
ENSG00000183287.13,CCBE1,protein_coding,1234,1330,1861,1566,914,884,1191,1295
ENSG00000183291.15,15-Sep,protein_coding,7114,7984,6262,7104,6829,5809,7092,7597
ENSG00000183292.12,TISP43,protein_coding,2,5,6,3,2,2,5,6
ENSG00000183298.5,RP11-556K13.1,processed_pseudogene,3822,4245,4299,4004,2985,2776,1978,3513
ENSG00000183305.13,MAGEA2B,protein_coding,1,1,5,1,1,2,9,8
ENSG00000183307.3,CECR6,protein_coding,16,59,16,21,6,5,21,6
ENSG00000183309.11,ZNF623,protein_coding,464,635,451,498,401,339,433,380
ENSG00000183317.16,EPHA10,protein_coding,51,62,60,57,81,67,83,95
ENSG00000183323.12,CCDC125,protein_coding,103,157,124,124,124,66,151,186
ENSG00000183324.10,REC114,protein_coding,0,8,1,3,13,7,21,2
ENSG00000183337.16,BCOR,protein_coding,1433,2105,1141,1441,1155,1214,1084,1096
ENSG00000183340.6,JRKL,protein_coding,513,581,422,447,647,424,458,664
ENSG00000183346.6,C10orf107,protein_coding,53,14,12,11,5,2,8,22
ENSG00000183347.14,GBP6,protein_coding,3,9,15,9,16,14,4,14
ENSG00000183354.11,KIAA2026,protein_coding,1074,1785,967,1125,1618,1074,1454,1492
ENSG00000183386.9,FHL3,protein_coding,1632,2054,1297,1432,973,729,972,1101
ENSG00000183397.5,C19orf71,protein_coding,10,9,0,2,6,8,1,8
ENSG00000183401.11,CCDC159,protein_coding,141,274,200,167,280,156,393,255
ENSG00000183421.11,RIPK4,protein_coding,2,0,0,1,0,7,0,5
ENSG00000183423.11,LRIT3,protein_coding,6,12,5,10,14,10,15,55
ENSG00000183426.15,NPIPA1,protein_coding,191,308,176,163,654,181,567,516
ENSG00000183431.11,SF3A3,protein_coding,1767,2114,1639,1877,1440,1251,1467,1974
ENSG00000183432.6,ZBTB8OSP1,processed_pseudogene,93,171,121,103,132,124,146,104
ENSG00000183444.10,OR7E38P,unprocessed_pseudogene,98,136,134,100,135,62,72,108
ENSG00000183454.13,GRIN2A,protein_coding,4,8,9,11,16,10,5,5
ENSG00000183458.13,RP11-958N24.1,transcribed_unprocessed_pseudogene,183,279,103,174,466,144,403,404
ENSG00000183474.15,GTF2H2C,protein_coding,365,323,219,229,312,227,350,402
ENSG00000183475.12,ASB7,protein_coding,260,372,187,223,262,149,206,279
ENSG00000183484.11,GPR132,protein_coding,0,0,1,2,2,10,12,19
ENSG00000183486.12,MX2,protein_coding,6,4,6,7,6,4,13,22
ENSG00000183495.13,EP400,protein_coding,1513,2959,1301,1555,1242,1003,1500,1609
ENSG00000183496.5,MEX3B,protein_coding,341,493,239,322,213,114,217,200
ENSG00000183506.16,PI4KAP2,transcribed_unprocessed_pseudogene,295,403,277,243,576,349,723,719
ENSG00000183508.4,FAM46C,protein_coding,101,94,99,99,137,111,151,109
ENSG00000183513.8,COA5,protein_coding,430,594,388,452,461,262,345,588
ENSG00000183520.11,UTP11L,protein_coding,1579,1913,1563,1691,1135,1035,1359,1534
ENSG00000183527.11,PSMG1,protein_coding,1623,1588,1582,1671,947,949,1061,1041
ENSG00000183530.13,PRR14L,protein_coding,1390,2273,1296,1564,1622,1104,1421,1445
ENSG00000183535.9,COL18A1-AS1,antisense,31,48,13,9,29,23,23,54
ENSG00000183562.3,CTC-343N3.1,antisense,9,15,7,3,9,8,27,24
ENSG00000183569.17,SERHL2,protein_coding,79,99,83,45,86,63,118,95
ENSG00000183570.16,PCBP3,protein_coding,247,287,311,286,273,244,319,414
ENSG00000183576.12,SETD3,protein_coding,896,1237,1033,1013,1124,648,1109,1155
ENSG00000183578.5,TNFAIP8L3,protein_coding,2675,3507,2677,2627,5762,4654,4334,5868
ENSG00000183579.15,ZNRF3,protein_coding,246,274,189,263,175,98,141,99
ENSG00000183580.9,FBXL7,protein_coding,2472,4381,2612,2772,3992,2232,4296,4390
ENSG00000183586.8,HMGN3P1,processed_pseudogene,179,158,163,153,94,93,103,137
ENSG00000183597.15,TANGO2,protein_coding,600,888,567,606,843,498,806,841
ENSG00000183598.3,HIST2H3D,protein_coding,28,26,16,10,2,8,9,1
ENSG00000183604.14,SMG1P5,transcribed_unprocessed_pseudogene,213,313,210,279,523,252,555,635
ENSG00000183605.16,SFXN4,protein_coding,322,293,264,243,206,125,181,225
ENSG00000183607.9,GKN2,protein_coding,19,16,21,15,11,23,22,28
ENSG00000183615.5,FAM167B,protein_coding,173,235,194,199,1978,611,1279,1675
ENSG00000183617.4,MRPL54,protein_coding,497,660,697,600,355,305,344,452
ENSG00000183621.15,ZNF438,protein_coding,330,359,268,349,288,326,398,440
ENSG00000183624.13,HMCES,protein_coding,500,671,397,427,458,175,307,381
ENSG00000183625.14,CCR3,protein_coding,1,11,0,3,2,3,2,9
ENSG00000183628.12,DGCR6,protein_coding,73,127,77,93,61,40,67,70
ENSG00000183629.13,GOLGA8G,protein_coding,17,20,13,19,10,11,15,10
ENSG00000183632.14,TP53TG3,protein_coding,3,1,0,1,5,6,2,2
ENSG00000183638.5,RP1L1,protein_coding,123,75,85,81,62,29,69,51
ENSG00000183647.10,ZNF530,protein_coding,38,73,39,79,35,23,37,30
