Ensembl ID	Gene symbol	Gene type	ST1	ST2	ST3	ST4	OS1	OS2	OS3	OS4
ENSG00000177098.8	SCN4B	protein_coding	16	8	2	0	2	5	2	2
ENSG00000177103.13	DSCAML1	protein_coding	14	1	2	1	6	3	3	1
ENSG00000177105.9	RHOG	protein_coding	1637	2374	1903	2357	1887	2723	1988	2068
ENSG00000177106.14	EPS8L2	protein_coding	76	26	68	46	32	72	28	50
ENSG00000177108.5	ZDHHC22	protein_coding	8	3	6	6	4	0	2	3
ENSG00000177112.7	MRVI1-AS1	antisense	12	10	5	5	1	9	0	8
ENSG00000177119.15	ANO6	protein_coding	4379	7299	5656	6633	5023	7296	4799	5589
ENSG00000177125.5	ZBTB34	protein_coding	366	450	379	545	438	739	357	384
ENSG00000177133.10	LINC00982	antisense	31	26	21	19	18	26	21	14
ENSG00000177138.15	FAM9B	protein_coding	7	3	4	0	4	4	3	4
ENSG00000177144.6	NUDT4P1	processed_pseudogene	91	158	158	141	108	107	68	114
ENSG00000177150.12	FAM210A	protein_coding	405	560	413	368	319	460	380	372
ENSG00000177156.10	TALDO1	protein_coding	3507	5741	4166	4591	4132	5846	3674	4035
ENSG00000177169.9	ULK1	protein_coding	350	502	373	416	358	542	297	354
ENSG00000177173.5	NAP1L4P1	processed_pseudogene	98	139	75	93	116	113	81	96
ENSG00000177181.14	RIMKLA	protein_coding	29	29	42	17	26	29	31	18
ENSG00000177182.10	CLVS1	protein_coding	7	6	3	2	8	1	8	8
ENSG00000177189.12	RPS6KA3	protein_coding	4792	7205	5583	6004	4959	5706	4595	5200
ENSG00000177191.2	B3GNT8	protein_coding	44	74	68	81	89	83	35	32
ENSG00000177192.13	PUS1	protein_coding	771	1060	823	826	821	1205	766	865
ENSG00000177197.7	PCNPP5	processed_pseudogene	77	82	40	79	50	50	38	61
ENSG00000177200.15	CHD9	protein_coding	1948	3589	2273	2614	2521	3505	2244	2519
ENSG00000177225.16	PDDC1	protein_coding	1009	1616	1181	1243	913	1551	893	976
ENSG00000177234.7	LINC01561	lincRNA	16	3	6	4	2	24	4	1
ENSG00000177238.13	TRIM72	protein_coding	5	5	3	1	5	6	2	7
ENSG00000177239.14	MAN1B1	protein_coding	1055	1804	1359	1563	1339	2186	1222	1375
ENSG00000177272.8	KCNA3	protein_coding	6	2	5	3	3	11	2	5
ENSG00000177283.5	FZD8	protein_coding	508	754	568	647	535	784	426	492
ENSG00000177301.13	KCNA2	protein_coding	42	41	33	33	34	26	28	36
ENSG00000177302.14	TOP3A	protein_coding	400	739	475	563	602	891	557	589
ENSG00000177303.9	CASKIN2	protein_coding	309	508	285	488	337	704	318	343
ENSG00000177311.10	ZBTB38	protein_coding	3335	5171	3736	4670	6767	8837	5640	6729
ENSG00000177335.10	C8orf31	processed_transcript	11	13	0	0	6	1	0	4
ENSG00000177337.7	DLGAP1-AS1	antisense	341	531	427	430	382	309	222	282
ENSG00000177340.5	FLJ13224	antisense	8	2	8	3	8	12	6	15
ENSG00000177350.6	RPL13AP3	transcribed_processed_pseudogene	486	802	573	770	517	771	564	631
ENSG00000177352.9	CCDC71	protein_coding	341	639	467	535	427	487	360	389
ENSG00000177354.11	C10orf71	protein_coding	9	3	4	1	1	1	0	5
ENSG00000177359.17	OVOS2	protein_coding	46	39	29	17	14	16	14	20
ENSG00000177363.4	LRRN4CL	protein_coding	2	3	3	4	4	0	9	8
ENSG00000177369.8	FLJ40194	processed_transcript	3	0	0	0	0	6	0	2
ENSG00000177370.4	TIMM22	protein_coding	1391	1941	1398	1777	1399	1658	1237	1351
ENSG00000177374.12	HIC1	protein_coding	1045	1280	1181	1127	872	762	641	686
ENSG00000177380.13	PPFIA3	protein_coding	62	44	31	28	15	32	37	12
ENSG00000177383.4	MAGEF1	protein_coding	499	742	583	584	450	527	399	534
ENSG00000177398.18	UMODL1	protein_coding	13	0	8	2	0	6	4	0
ENSG00000177406.4	RP11-218M22.1	antisense	14	60	43	34	19	16	20	13
ENSG00000177409.11	SAMD9L	protein_coding	1855	3000	2295	2642	2233	2898	2028	2283
ENSG00000177410.12	ZFAS1	antisense	4196	6196	4650	4010	4968	5416	4534	4735
ENSG00000177414.13	UBE2U	protein_coding	9	1	5	1	3	13	4	4
ENSG00000177425.10	PAWR	protein_coding	3548	5341	3716	4488	4395	4581	3115	3781
ENSG00000177426.20	TGIF1	protein_coding	1206	1630	1376	1610	1189	1407	793	1128
ENSG00000177427.12	MIEF2	protein_coding	130	166	140	185	124	198	109	75
ENSG00000177432.6	NAP1L5	protein_coding	270	379	279	309	204	292	246	200
ENSG00000177447.6	CBX3P1	processed_pseudogene	10	16	26	10	14	12	22	21
ENSG00000177452.7	RP4-597J3.1	processed_pseudogene	107	192	130	150	124	93	110	120
ENSG00000177453.7	NIM1K	protein_coding	2	20	9	6	10	9	3	2
ENSG00000177455.11	CD19	protein_coding	4	0	11	0	6	4	3	0
ENSG00000177463.15	NR2C2	protein_coding	1058	1854	1240	1579	1307	1924	1166	1420
ENSG00000177464.4	GPR4	protein_coding	704	936	691	864	515	826	490	527
ENSG00000177465.4	ACOT4	protein_coding	10	6	5	3	4	10	1	3
ENSG00000177469.12	PTRF	protein_coding	13161	19111	15101	17817	17001	23063	16339	16151
ENSG00000177479.19	ARIH2	protein_coding	1099	1832	1397	1638	1515	2064	1261	1303
ENSG00000177483.11	RBM44	protein_coding	40	115	38	24	30	23	25	31
ENSG00000177485.6	ZBTB33	protein_coding	1054	1850	1499	1609	1346	1957	1475	1526
ENSG00000177489.1	OR2G2	protein_coding	13	14	16	6	12	9	14	10
ENSG00000177508.11	IRX3	protein_coding	9	3	5	5	4	9	7	7
ENSG00000177511.5	ST8SIA3	protein_coding	19	17	10	4	12	7	11	15
ENSG00000177542.10	SLC25A22	protein_coding	546	806	598	555	564	935	491	521
ENSG00000177548.12	RABEP2	protein_coding	433	680	473	606	508	869	612	449
ENSG00000177551.5	NHLH2	protein_coding	35	45	41	36	38	29	44	35
ENSG00000177556.11	ATOX1	protein_coding	3159	4447	3466	3555	3575	3939	3498	3525
ENSG00000177565.15	TBL1XR1	protein_coding	1538	2443	1738	2305	1625	2356	1342	1750
ENSG00000177570.13	SAMD12	protein_coding	76	97	56	122	198	130	53	127
ENSG00000177575.12	CD163	protein_coding	18	0	1	12	2	1	0	1
ENSG00000177576.10	C18orf32	protein_coding	45	97	35	73	39	88	47	62
ENSG00000177595.17	PIDD1	protein_coding	242	342	260	288	155	368	204	200
ENSG00000177599.12	ZNF491	protein_coding	7	18	7	11	2	4	13	15
ENSG00000177600.8	RPLP2	protein_coding	32200	48289	37278	38754	33739	37725	32979	34916
ENSG00000177602.5	GSG2	protein_coding	37	66	24	35	44	59	39	38
ENSG00000177606.6	JUN	protein_coding	4225	6149	4591	4756	5830	5268	4337	5327
ENSG00000177613.8	CSTF2T	protein_coding	1087	1672	1265	1334	1166	1549	981	1190
ENSG00000177614.9	PGBD5	protein_coding	35	37	38	24	34	40	34	41
ENSG00000177627.9	C12orf54	protein_coding	3	11	6	2	6	6	6	2
ENSG00000177628.15	GBA	protein_coding	757	1069	865	1039	731	1228	748	748
ENSG00000177640.15	CASC2	antisense	22	15	18	2	27	16	10	22
ENSG00000177646.17	ACAD9	protein_coding	588	959	591	676	665	988	672	720
ENSG00000177663.13	IL17RA	protein_coding	710	1318	854	966	889	1361	743	836
ENSG00000177666.15	PNPLA2	protein_coding	3443	5295	4124	4060	3297	5146	3294	3625
ENSG00000177669.3	MBOAT4	protein_coding	5	2	3	2	8	4	6	2
ENSG00000177674.15	AGTRAP	protein_coding	489	582	555	590	632	696	435	492
ENSG00000177675.8	CD163L1	protein_coding	99	158	125	215	139	217	98	185
ENSG00000177679.15	SRRM3	protein_coding	22	15	20	17	14	24	14	19
ENSG00000177683.13	THAP5	protein_coding	312	455	340	422	389	456	332	389
ENSG00000177685.16	CRACR2B	protein_coding	318	401	357	370	200	429	233	252
ENSG00000177688.6	SUMO4	protein_coding	21	16	6	23	26	30	32	25
ENSG00000177692.11	DNAJC28	protein_coding	81	129	108	77	70	129	61	93
ENSG00000177694.14	NAALADL2	protein_coding	24	30	35	50	47	68	72	65
ENSG00000177697.17	CD151	protein_coding	7543	11826	9103	9531	8121	11140	8056	7895
ENSG00000177700.5	POLR2L	protein_coding	10648	16297	12303	13267	11059	12134	10563	11072
ENSG00000177706.8	FAM20C	protein_coding	317	472	422	407	360	476	377	435
ENSG00000177707.10	PVRL3	protein_coding	857	1330	1047	1099	1122	1418	1026	1259
ENSG00000177710.5	SLC35G5	protein_coding	10	1	3	2	5	0	4	9
ENSG00000177721.4	ANXA2R	protein_coding	238	256	213	226	174	177	181	150
ENSG00000177725.5	CTD-2530N21.5	sense_overlapping	2	5	1	9	0	10	7	1
ENSG00000177728.14	KIAA0195	protein_coding	927	1690	997	1303	984	1579	856	893
ENSG00000177731.15	FLII	protein_coding	3815	6684	4491	5526	4845	7521	3849	4610
ENSG00000177732.7	SOX12	protein_coding	1547	2464	1890	2295	1475	2089	1451	1471
ENSG00000177733.6	HNRNPA0	protein_coding	4893	6106	5509	4532	4542	4853	3819	4323
ENSG00000177736.4	FXNP2	processed_pseudogene	45	99	55	68	43	79	41	81
ENSG00000177738.3	CTD-2201E18.3	sense_overlapping	121	180	137	210	95	260	118	124
ENSG00000177752.14	YIPF7	protein_coding	1	7	4	0	2	1	6	0
ENSG00000177757.2	FAM87B	lincRNA	7	16	16	4	4	7	9	4
ENSG00000177770.11	CDKN2AIPNLP1	processed_pseudogene	25	41	20	29	26	25	19	19
ENSG00000177776.8	RPS2P2	processed_pseudogene	18	23	20	20	11	9	29	26
ENSG00000177788.5	RP5-1061H20.4	lincRNA	5	1	4	1	7	3	2	0
ENSG00000177800.2	TMEM78	protein_coding	5	4	5	7	4	7	7	5
ENSG00000177803.7	RP11-606P2.1	processed_pseudogene	743	1234	854	1096	766	949	866	882
ENSG00000177807.6	KCNJ10	protein_coding	14	5	13	9	3	6	4	7
ENSG00000177822.7	AC108142.1	antisense	26	11	5	1	1	6	6	7
ENSG00000177830.17	CHID1	protein_coding	787	1108	884	1077	864	1009	782	738
ENSG00000177839.6	PCDHB9	protein_coding	13	40	10	14	4	31	7	9
ENSG00000177842.11	ZNF620	protein_coding	60	80	55	97	22	56	78	72
ENSG00000177853.14	ZNF518A	protein_coding	297	558	332	527	370	466	323	340
ENSG00000177854.7	TMEM187	protein_coding	146	169	107	188	122	234	152	121
ENSG00000177855.8	CACYBPP2	processed_pseudogene	1053	1670	1047	1335	1013	1117	1018	957
ENSG00000177868.11	CCDC23	protein_coding	835	1189	1023	952	805	905	720	933
ENSG00000177873.12	ZNF619	protein_coding	36	75	50	62	90	135	62	37
ENSG00000177875.4	CCDC184	protein_coding	9	10	5	11	16	24	7	1
ENSG00000177879.14	AP3S1	protein_coding	1904	2819	2192	2448	1913	2198	1751	2148
ENSG00000177885.13	GRB2	protein_coding	2226	3338	2449	2810	2610	3492	2455	2425
ENSG00000177888.7	ZBTB41	protein_coding	373	505	426	526	341	516	387	413
ENSG00000177889.9	UBE2N	protein_coding	2682	4141	3182	3486	2800	3335	2572	2970
ENSG00000177910.7	SPATA31C2	unprocessed_pseudogene	6	9	2	0	0	0	1	0
ENSG00000177917.10	ARL6IP6	protein_coding	762	1096	794	831	789	898	652	724
ENSG00000177932.6	ZNF354C	protein_coding	280	604	327	518	450	557	375	411
ENSG00000177943.13	MAMDC4	protein_coding	93	210	79	140	103	116	81	88
ENSG00000177946.5	CENPBD1	protein_coding	65	97	76	116	54	109	83	94
ENSG00000177947.13	ODF3	protein_coding	8	2	2	2	6	0	4	2
ENSG00000177951.17	BET1L	protein_coding	710	983	811	958	713	923	767	803
ENSG00000177954.11	RPS27	protein_coding	156	310	172	191	209	223	171	188
ENSG00000177963.12	RIC8A	protein_coding	2570	3647	3051	3016	2984	4261	3102	3192
ENSG00000177971.8	IMP3	protein_coding	773	929	789	987	811	926	863	909
ENSG00000177981.10	ASB8	protein_coding	564	919	769	861	748	1138	711	839
ENSG00000177989.13	ODF3B	protein_coding	17	6	0	19	3	3	2	1
ENSG00000177990.11	DPY19L2	protein_coding	22	13	17	23	8	11	12	8
ENSG00000177992.9	SPATA31E1	protein_coding	4	0	1	0	0	2	0	5
ENSG00000177993.3	ZNRF3-AS1	antisense	4	0	4	8	4	3	2	0
ENSG00000177994.15	C2orf73	protein_coding	17	7	10	8	6	12	4	7
ENSG00000178015.4	GPR150	protein_coding	12	25	10	4	25	42	11	5
ENSG00000178021.10	TSPYL6	protein_coding	16	5	4	2	1	3	10	4
ENSG00000178026.12	LRRC75B	protein_coding	101	123	77	124	112	118	115	99
ENSG00000178028.13	DMAP1	protein_coding	648	1064	819	896	643	1036	644	776
ENSG00000178031.15	ADAMTSL1	protein_coding	1219	2033	1313	1629	976	1903	1403	1322
ENSG00000178033.5	FAM26E	protein_coding	224	337	344	393	309	422	334	340
ENSG00000178035.11	IMPDH2	protein_coding	2454	3718	2557	3097	2688	4051	2424	2745
ENSG00000178038.16	ALS2CL	protein_coding	127	150	149	177	211	334	138	196
ENSG00000178053.17	MLF1	protein_coding	185	217	151	190	261	168	138	169
ENSG00000178057.14	NDUFAF3	protein_coding	1998	2741	2529	2027	1686	1737	1718	1777
ENSG00000178074.5	C2orf69	protein_coding	924	1347	864	985	814	1146	794	777
ENSG00000178075.19	GRAMD1C	protein_coding	511	681	397	561	511	476	338	479
ENSG00000178078.11	STAP2	protein_coding	145	201	178	199	123	175	68	104
ENSG00000178081.12	ULK4P3	transcribed_unprocessed_pseudogene	17	28	32	60	4	35	24	22
ENSG00000178082.6	TWF1P1	processed_pseudogene	363	655	576	640	560	773	403	433
ENSG00000178093.13	TSSK6	protein_coding	16	15	4	0	8	14	5	1
ENSG00000178096.8	BOLA1	protein_coding	97	116	100	98	79	143	99	93
ENSG00000178104.19	PDE4DIP	protein_coding	1377	2243	1288	1890	1758	2427	1749	1948
ENSG00000178105.9	DDX10	protein_coding	696	1068	811	947	894	1157	792	1028
ENSG00000178115.11	GOLGA8Q	protein_coding	34	55	47	23	13	50	29	20
ENSG00000178127.12	NDUFV2	protein_coding	81	119	103	69	99	102	66	91
ENSG00000178146.9	RP1-232L22__B.1	processed_pseudogene	40	61	32	45	13	78	39	48
ENSG00000178149.16	DALRD3	protein_coding	195	328	281	377	360	473	292	256
ENSG00000178150.8	ZNF114	protein_coding	15	28	14	10	12	17	15	16
ENSG00000178162.8	FAR2P2	transcribed_unprocessed_pseudogene	4	7	9	3	6	6	7	3
ENSG00000178163.7	ZNF518B	protein_coding	1403	2390	1519	1751	1380	2199	1443	1680
ENSG00000178171.10	AMER3	protein_coding	25	23	9	18	13	14	22	17
ENSG00000178175.11	ZNF366	protein_coding	254	369	257	391	199	444	192	196
ENSG00000178177.14	LCORL	protein_coding	288	441	379	331	317	387	333	328
ENSG00000178184.15	PARD6G	protein_coding	13	7	11	26	9	2	6	15
ENSG00000178188.14	SH2B1	protein_coding	634	915	694	771	682	872	604	731
ENSG00000178193.5	RP4-682C21.5	antisense	4	5	8	3	5	5	4	4
ENSG00000178199.13	ZC3H12D	protein_coding	19	7	11	1	6	14	15	12
ENSG00000178201.4	VN1R1	protein_coding	14	26	10	18	34	33	9	19
ENSG00000178202.12	KDELC2	protein_coding	583	1080	647	931	601	1051	553	654
ENSG00000178209.14	PLEC	protein_coding	12140	23085	15042	17387	22651	39942	17075	22656
ENSG00000178217.13	SH2D4B	protein_coding	15	10	5	4	0	8	6	2
ENSG00000178222.12	RNF212	protein_coding	2	10	9	9	10	19	13	14
ENSG00000178226.10	PRSS36	protein_coding	4	14	13	8	16	8	9	2
ENSG00000178229.7	ZNF543	protein_coding	108	102	101	137	105	158	107	99
ENSG00000178233.17	TMEM151B	protein_coding	59	43	40	51	10	32	12	14
ENSG00000178234.12	GALNT11	protein_coding	353	658	411	605	412	603	327	411
ENSG00000178235.7	SLITRK1	protein_coding	25	3	3	4	4	15	1	2
ENSG00000178252.17	WDR6	protein_coding	594	925	625	1010	729	1171	563	844
ENSG00000178295.14	GEN1	protein_coding	338	500	394	342	314	387	347	376
ENSG00000178297.12	TMPRSS9	protein_coding	35	29	20	14	8	12	21	12
ENSG00000178301.3	AQP11	protein_coding	22	28	7	21	15	36	14	28
ENSG00000178307.9	TMEM11	protein_coding	931	1374	946	1090	826	1217	1066	971
ENSG00000178338.10	ZNF354B	protein_coding	249	488	181	316	246	488	208	286
ENSG00000178342.4	KCNG2	protein_coding	22	0	8	0	0	8	0	1
ENSG00000178343.4	SHISA3	protein_coding	35	41	24	48	25	14	24	36
ENSG00000178381.11	ZFAND2A	protein_coding	326	605	466	444	411	557	548	521
ENSG00000178385.13	PLEKHM3	protein_coding	120	168	97	65	80	213	128	132
ENSG00000178386.12	ZNF223	protein_coding	24	58	26	33	17	45	23	31
ENSG00000178395.6	CCDC185	protein_coding	8	5	1	0	4	2	4	3
ENSG00000178397.12	FAM220A	protein_coding	168	337	197	292	186	302	199	282
ENSG00000178401.14	DNAJC22	protein_coding	21	1	19	12	6	8	8	22
ENSG00000178403.3	NEUROG2	protein_coding	10	1	2	1	0	3	5	3
ENSG00000178404.9	CEP295NL	protein_coding	22	13	18	20	5	52	13	23
ENSG00000178409.13	BEND3	protein_coding	221	295	191	189	193	293	142	235
ENSG00000178425.13	NT5DC1	protein_coding	292	423	325	376	251	411	270	227
ENSG00000178429.9	RPS3AP5	processed_pseudogene	2552	4340	2932	3306	2294	3216	2405	2519
ENSG00000178440.5	LINC00843	lincRNA	11	22	12	12	5	12	4	12
ENSG00000178445.8	GLDC	protein_coding	93	148	78	117	57	88	54	72
ENSG00000178449.8	COX14	protein_coding	1009	1466	1061	1206	1103	1248	1087	1062
ENSG00000178457.3	LINC00314	lincRNA	6	0	0	0	0	13	1	1
ENSG00000178458.5	H3F3AP6	processed_pseudogene	254	396	365	356	265	251	264	301
ENSG00000178460.17	MCMDC2	protein_coding	12	7	14	10	12	9	7	23
ENSG00000178462.11	TUBAL3	protein_coding	23	19	12	11	6	4	5	5
ENSG00000178464.6	CTD-2192J16.15	processed_pseudogene	9106	13361	10670	13327	10430	14121	10273	10561
ENSG00000178467.17	P4HTM	protein_coding	352	590	427	598	498	800	489	490
ENSG00000178498.15	DTX3	protein_coding	25	8	13	11	16	37	6	10
ENSG00000178502.5	KLHL11	protein_coding	324	626	353	550	464	676	388	423
ENSG00000178503.6	NECAP1P1	processed_pseudogene	204	390	212	283	218	411	227	276
ENSG00000178531.5	CTXN1	protein_coding	999	1277	1110	984	1023	1327	899	770
ENSG00000178537.9	SLC25A20	protein_coding	195	436	289	321	292	335	286	294
ENSG00000178538.9	CA8	protein_coding	74	134	78	72	40	54	50	64
ENSG00000178556.8	CKS1BP6	processed_pseudogene	8	7	4	4	10	3	5	3
ENSG00000178562.17	CD28	protein_coding	18	6	4	2	3	1	2	1
ENSG00000178567.7	EPM2AIP1	protein_coding	974	1654	1140	1279	1036	1310	1143	1099
ENSG00000178568.13	ERBB4	protein_coding	20	18	9	9	5	20	25	13
ENSG00000178573.6	MAF	protein_coding	23	40	32	16	20	36	27	26
ENSG00000178585.14	CTNNBIP1	protein_coding	1615	2298	1710	2167	1258	1694	1115	1138
ENSG00000178596.10	GAPDHP29	processed_pseudogene	22	39	38	33	17	27	20	32
ENSG00000178605.12	GTPBP6	protein_coding	641	876	734	805	651	890	559	594
ENSG00000178607.15	ERN1	protein_coding	487	871	633	753	744	1385	734	894
ENSG00000178623.11	GPR35	protein_coding	17	19	3	11	12	17	6	14
ENSG00000178631.7	ACTG1P1	processed_pseudogene	1	6	6	19	3	7	7	9
ENSG00000178636.8	RP11-455G16.1	transcribed_processed_pseudogene	0	2	1	10	3	5	7	12
ENSG00000178645.12	C10orf53	protein_coding	3	1	0	6	3	1	0	2
ENSG00000178654.11	PPIAP33	processed_pseudogene	32	82	51	42	56	48	59	51
ENSG00000178660.6	ARMC10P1	processed_pseudogene	346	428	365	382	379	346	299	296
ENSG00000178662.15	CSRNP3	protein_coding	59	97	76	80	46	64	81	65
ENSG00000178665.14	ZNF713	protein_coding	52	36	59	58	46	38	32	23
ENSG00000178685.13	PARP10	protein_coding	171	273	186	224	297	264	188	219
ENSG00000178691.10	SUZ12	protein_coding	2027	2628	2120	2350	1838	2521	1854	2092
ENSG00000178694.9	NSUN3	protein_coding	209	332	266	297	263	353	196	272
ENSG00000178695.5	KCTD12	protein_coding	4172	6535	5129	6520	4884	8218	5263	5554
ENSG00000178700.7	DHFRL1	protein_coding	74	94	90	56	102	178	76	141
ENSG00000178715.8	RP11-169K16.8	processed_pseudogene	2119	3478	2114	2099	2324	2562	2134	2511
ENSG00000178718.6	RPP25	protein_coding	994	1299	1080	1162	1212	1359	1032	1085
ENSG00000178719.16	GRINA	protein_coding	2568	3386	3011	3215	2280	3475	2309	2175
ENSG00000178722.12	C5orf64	processed_transcript	5	5	3	12	4	4	8	7
ENSG00000178723.7	GLULP4	processed_pseudogene	187	389	257	269	219	342	189	255
ENSG00000178726.6	THBD	protein_coding	2673	4527	3480	4022	3677	5750	3866	4069
ENSG00000178732.5	GP5	protein_coding	9	4	2	3	2	14	12	3
ENSG00000178741.11	COX5A	protein_coding	3944	5780	4078	4528	4334	4108	4007	3981
ENSG00000178752.15	FAM132B	protein_coding	3	15	6	9	12	32	16	4
ENSG00000178761.14	FAM219B	protein_coding	215	231	232	415	182	333	221	196
ENSG00000178764.7	ZHX2	protein_coding	423	483	443	520	427	813	406	458
ENSG00000178772.6	CPN2	protein_coding	0	2	1	5	0	0	0	0
ENSG00000178773.14	CPNE7	protein_coding	71	111	61	89	108	146	114	83
ENSG00000178795.9	GDPD4	protein_coding	5	7	0	2	1	6	1	2
ENSG00000178796.12	RIIAD1	protein_coding	0	1	4	4	3	6	4	5
ENSG00000178802.17	MPI	protein_coding	536	983	708	808	471	726	559	606
ENSG00000178803.10	ADORA2A-AS1	antisense	7	12	2	4	9	1	2	0
ENSG00000178804.7	H1FOO	protein_coding	3	14	4	9	6	0	0	1
ENSG00000178809.11	TRIM73	protein_coding	40	22	7	22	13	28	17	16
ENSG00000178814.15	OPLAH	protein_coding	41	27	13	4	4	18	3	12
ENSG00000178821.12	TMEM52	protein_coding	25	23	9	11	11	15	16	4
ENSG00000178852.15	EFCAB13	protein_coding	47	55	29	23	24	54	26	48
ENSG00000178878.12	APOLD1	protein_coding	1266	1689	1362	1376	1533	2106	1576	1657
ENSG00000178882.13	FAM101A	protein_coding	397	559	375	377	781	1090	1118	876
ENSG00000178896.6	EXOSC4	protein_coding	256	374	243	291	213	389	263	255
ENSG00000178904.18	DPY19L3	protein_coding	1356	2207	1426	1799	1396	1945	1334	1370
ENSG00000178913.7	TAF7	protein_coding	1493	2395	1767	1999	1737	1951	1708	1762
ENSG00000178917.14	ZNF852	protein_coding	61	117	114	138	89	152	66	93
ENSG00000178919.8	FOXE1	protein_coding	5	3	2	2	3	20	1	6
ENSG00000178921.13	PFAS	protein_coding	720	996	748	861	758	967	757	720
ENSG00000178922.16	HYI	protein_coding	321	610	310	405	384	483	390	341
ENSG00000178927.16	C17orf62	protein_coding	718	1026	853	874	695	1275	725	840
ENSG00000178934.4	LGALS7B	protein_coding	3	5	6	7	2	12	1	12
ENSG00000178935.5	ZNF552	protein_coding	83	118	109	118	85	153	80	80
ENSG00000178947.8	SMIM10L2A	protein_coding	47	17	13	37	11	20	14	12
ENSG00000178950.16	GAK	protein_coding	1201	1887	1170	1614	1319	2215	1249	1381
ENSG00000178951.8	ZBTB7A	protein_coding	1090	1785	1333	1282	1306	2027	1242	1452
ENSG00000178952.8	TUFM	protein_coding	4285	6650	4896	5512	4761	6553	4767	4554
ENSG00000178965.13	ERICH3	protein_coding	40	32	38	28	41	36	37	34
ENSG00000178966.15	RMI1	protein_coding	265	358	215	330	210	320	200	302
ENSG00000178971.13	CTC1	protein_coding	555	883	623	726	469	1116	613	701
ENSG00000178974.9	FBXO34	protein_coding	511	840	670	716	666	914	497	648
ENSG00000178977.3	LINC00324	lincRNA	29	12	24	34	22	32	11	23
ENSG00000178980.14	SEPW1	protein_coding	5404	6796	6606	5382	5417	5433	3950	4287
ENSG00000178982.9	EIF3K	protein_coding	5262	7848	6213	6502	5519	6541	5798	5676
ENSG00000178988.10	MRFAP1L1	protein_coding	1719	2631	2096	2259	1641	2440	1934	2072
ENSG00000178996.12	SNX18	protein_coding	810	1402	1137	1183	967	1346	986	984
ENSG00000178997.11	EXD1	protein_coding	6	0	2	0	4	5	2	0
ENSG00000178999.12	AURKB	protein_coding	362	498	406	393	296	325	279	367
ENSG00000179008.8	C14orf39	protein_coding	10	10	2	7	18	9	6	8
ENSG00000179010.14	MRFAP1	protein_coding	7770	12185	9005	9476	8217	9642	7884	8583
ENSG00000179021.9	C3orf38	protein_coding	478	795	479	689	659	596	577	554
ENSG00000179023.8	KLHDC7A	protein_coding	38	17	29	15	20	15	17	36
ENSG00000179029.14	TMEM107	protein_coding	152	204	176	116	129	175	122	139
ENSG00000179031.8	LL0XNC01-131B10.2	processed_pseudogene	142	192	131	170	169	138	178	147
ENSG00000179038.8	RP11-157K17.5	transcribed_processed_pseudogene	2	22	1	15	5	28	4	0
ENSG00000179041.3	RRS1	protein_coding	786	1242	1122	863	854	1135	749	858
ENSG00000179044.15	EXOC3L1	protein_coding	58	110	73	108	67	154	64	99
ENSG00000179046.8	TRIML2	protein_coding	3	0	2	0	1	0	2	4
ENSG00000179051.13	RCC2	protein_coding	1098	1773	1242	1512	1158	1725	1120	1240
ENSG00000179057.13	IGSF22	protein_coding	5	26	6	8	2	15	2	0
ENSG00000179085.7	DPM3	protein_coding	374	533	443	509	414	442	381	385
ENSG00000179088.14	C12orf42	protein_coding	11	10	3	1	0	0	0	4
ENSG00000179091.4	CYC1	protein_coding	1504	2396	2007	2154	1712	2573	1820	1729
ENSG00000179094.13	PER1	protein_coding	420	609	455	548	425	850	390	437
ENSG00000179101.5	RP11-349N19.2	processed_pseudogene	118	175	143	198	146	136	120	106
ENSG00000179104.8	TMTC2	protein_coding	121	123	111	170	86	148	100	152
ENSG00000179111.8	HES7	protein_coding	128	142	96	72	122	87	92	105
ENSG00000179115.10	FARSA	protein_coding	2018	3324	2332	2783	2422	3713	2515	2451
ENSG00000179119.14	SPTY2D1	protein_coding	627	1021	673	914	673	1252	803	768
ENSG00000179131.7	RP11-458F8.3	processed_pseudogene	59	95	95	92	39	73	55	69
ENSG00000179134.14	SAMD4B	protein_coding	1759	2881	2069	2486	1668	3280	1694	1929
ENSG00000179142.2	CYP11B2	protein_coding	1	4	0	2	0	13	0	0
ENSG00000179144.4	GIMAP7	protein_coding	2076	3104	2475	2856	1806	2371	1546	1567
ENSG00000179148.9	ALOXE3	protein_coding	0	4	0	0	5	8	2	1
ENSG00000179151.11	EDC3	protein_coding	754	965	723	1113	859	1111	793	811
ENSG00000179152.18	TCAIM	protein_coding	614	967	695	801	657	901	566	622
ENSG00000179157.4	RPS2P28	processed_pseudogene	29	41	39	56	34	34	32	36
ENSG00000179163.11	FUCA1	protein_coding	445	728	583	578	303	525	374	318
ENSG00000179165.10	PXT1	protein_coding	1	0	1	0	1	5	4	2
ENSG00000179168.14	GGN	protein_coding	25	47	52	24	30	52	29	38
ENSG00000179172.8	HNRNPCL1	protein_coding	28	51	60	44	50	42	37	39
ENSG00000179178.10	TMEM125	protein_coding	7	10	6	8	9	8	9	10
ENSG00000179195.15	ZNF664	protein_coding	2827	3956	3097	3218	2780	3579	2491	2743
ENSG00000179218.13	CALR	protein_coding	14199	26807	19311	22824	14437	19214	14499	15112
ENSG00000179222.17	MAGED1	protein_coding	8049	12979	9390	11318	8375	11352	7895	8241
