ï..Ensembl.ID,Gene.symbol,Gene.type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4,OS,LS
ENSG00000223886.3,RP11-251G23.2,processed_pseudogene,828.375,744.25,973.75,1042,711.375,1132.25,691,342,897.09375,719.15625
ENSG00000223891.5,OSER1-AS1,lincRNA,5.25,8.75,38.25,24.875,25.875,10.25,6.625,22.625,19.28125,16.34375
ENSG00000223893.1,GNL2P1,processed_pseudogene,3.875,2.125,2.625,3.625,1,0,7.5,1.25,3.0625,2.4375
ENSG00000223896.2,CCNJP2,processed_pseudogene,10,7.125,2.625,9,4.875,15.375,14.625,20,7.1875,13.71875
ENSG00000223899.1,SEC13P1,processed_pseudogene,143,186.625,162.75,165.625,120.125,137.5,114.875,131.75,164.5,126.0625
ENSG00000223901.2,AP001469.5,antisense,5.25,9.75,1.25,22,8.5,6.125,14.625,5.625,9.5625,8.71875
ENSG00000223905.1,RP11-335E14.1,processed_pseudogene,0.25,15.375,6.5,4.625,5.625,2.5,1.375,5.625,6.6875,3.78125
ENSG00000223907.1,LINC01226,lincRNA,7.625,12.375,9,5.625,8.5,5,10.25,1.75,8.65625,6.375
ENSG00000223908.5,AC068657.2,processed_pseudogene,516.375,501.25,625.5,440.5625,395.25,424.875,310.75,422.5,520.921875,388.34375
ENSG00000223912.1,EEF1A1P36,processed_pseudogene,3.875,3.625,3.75,5.625,5.625,3.625,1.375,7.375,4.21875,4.5
ENSG00000223916.1,RP11-353H3.1,processed_pseudogene,44.75,31.25,75.1875,56.6875,24.875,18.25,29.5,39.25,51.96875,27.96875
ENSG00000223922.1,ASS1P2,processed_pseudogene,0.25,1.125,3.75,3.625,3.75,6.125,3.25,5.625,2.1875,4.6875
ENSG00000223923.1,AC010136.2,antisense,12.375,6.125,3.75,0,8.5,1.25,5.625,3.625,5.5625,4.75
ENSG00000223928.1,RP11-183E9.2,processed_pseudogene,20,19.5,27.875,29.125,13.125,26.75,13.75,11.875,24.125,16.375
ENSG00000223929.1,AC007381.2,lincRNA,6.5,4.5,12.625,5.625,5.625,5,11.25,5,7.3125,6.71875
ENSG00000223940.1,KRT8P8,processed_pseudogene,3.875,4.5,5,3.625,6.5,5,1.375,4.125,4.25,4.25
ENSG00000223945.2,RP11-458I7.1,processed_pseudogene,15.75,14.625,14.9375,30.125,18.875,30.75,18.125,23.375,18.859375,22.78125
ENSG00000223947.1,AC016738.4,antisense,3.875,4.5,5,4.625,11.25,1.25,22.625,6.5,4.5,10.40625
ENSG00000223949.6,ROR1-AS1,antisense,13.375,4.5,10.25,12.375,8.5,5,10.25,5.625,10.125,7.34375
ENSG00000223959.8,AFG3L1P,unitary_pseudogene,639.25,714,637.375,603.125,1121.5,822.9375,1463.75,1025.5,648.4375,1108.421875
ENSG00000223960.6,AC009948.5,antisense,432.5,361.25,448.875,441.75,217.125,249.5,289.875,292.8125,421.09375,262.328125
ENSG00000223969.5,AC002456.2,antisense,3.875,17,10.25,22.875,47.625,18.25,23.625,57.25,13.5,36.6875
ENSG00000223970.1,RP11-598O8.1,processed_pseudogene,55.125,33.125,33.75,35.125,45.625,38.25,60,32.375,39.28125,44.0625
ENSG00000223972.5,DDX11L1,transcribed_unprocessed_pseudogene,24.625,31.25,27.875,24.875,24.875,15.375,27.75,34.125,27.15625,25.53125
ENSG00000223973.2,AC068491.3,transcribed_processed_pseudogene,42.375,27.625,43.75,23.875,66.5,45.625,35.125,69.625,34.40625,54.21875
ENSG00000223984.1,HNRNPRP1,processed_pseudogene,335.375,353.9375,354.625,414.8125,314.125,350.625,319.75,317.125,364.6875,325.40625
ENSG00000223987.1,RP11-445P17.5,processed_pseudogene,5.25,7.75,5,2.5,1.875,6.125,2.25,1.75,5.125,3
ENSG00000223991.1,AC104809.2,antisense,2.75,4.5,6.5,9,2.75,12.75,5.625,3.625,5.6875,6.1875
ENSG00000224000.1,RP3-471M13.2,lincRNA,14.625,1.125,5,4.625,15.875,10.25,5,14.375,6.34375,11.375
ENSG00000224001.2,RP11-270F18.2,processed_pseudogene,26.75,17.875,29.125,17.875,13.125,11.375,17,4.125,22.90625,11.40625
ENSG00000224003.1,YES1P1,processed_pseudogene,825.5,771.25,775.25,824.4375,902.8125,807.125,786.75,642.6875,799.109375,784.84375
ENSG00000224004.2,ATP5C1P1,processed_pseudogene,265.25,256.125,316.5,290.0625,232.5625,233.375,247.875,195.625,281.984375,227.359375
ENSG00000224007.1,AC019070.1,processed_pseudogene,0.25,1.125,5,0,0,5,3.25,8,1.59375,4.0625
ENSG00000224011.1,AC111155.1,processed_pseudogene,49.5625,43.75,49.125,46.75,38.25,52.375,27.75,58.125,47.296875,44.125
ENSG00000224012.3,RP11-756G12.1,processed_pseudogene,75.625,79.75,69.75,82.125,75.375,42.5,61,61.9375,76.8125,60.203125
ENSG00000224020.1,MIR181A2HG,antisense,21.125,33.125,29.125,18.875,4.875,15.375,11.25,5.625,25.5625,9.28125
ENSG00000224023.10,FLJ37035,lincRNA,7.625,5.25,0,2.5,6.5,7.5,3.25,8.75,3.84375,6.5
ENSG00000224025.2,RP11-274B18.3,processed_pseudogene,8.75,9.75,10.25,9,1,6.125,4.125,4.125,9.4375,3.84375
ENSG00000224028.1,AC073928.2,lincRNA,2.75,2.125,1.25,2.5,3.75,0,3.25,1.75,2.15625,2.1875
ENSG00000224029.1,RP11-136K14.2,sense_intronic,12.375,2.125,0,6.75,0,2.5,1.375,2.625,5.3125,1.625
ENSG00000224032.6,EPB41L4A-AS1,lincRNA,1074.5,911.125,1083.75,898.9375,422.4375,447.625,451.125,495.125,992.078125,454.078125
ENSG00000224034.1,RP11-445P17.8,lincRNA,0.25,0,0,2.5,4.875,6.125,4.125,11.875,0.6875,6.75
ENSG00000224035.1,SFPQP1,processed_pseudogene,17,21,18.75,11.25,14.125,12.75,8.5,7.375,17,10.6875
ENSG00000224040.1,HMGN1P4,processed_pseudogene,217.125,163.75,203.625,142,113.25,188,121.625,125.5,181.625,137.09375
ENSG00000224043.7,CCNT2-AS1,antisense,21.125,31.25,26.75,21,17,10.25,29.5,9.625,25.03125,16.59375
ENSG00000224046.1,AC005076.5,antisense,11.25,17.875,24.625,18.875,39.3125,16.875,5.625,18.5,18.15625,20.078125
ENSG00000224050.1,RP1-90G24.6,lincRNA,7.625,2.125,7.75,0,1.875,3.625,3.25,4.125,4.375,3.21875
ENSG00000224051.6,CPTP,protein_coding,524.625,515.5,688.5,543.5,489.0625,438.25,410.25,340.125,568.03125,419.421875
ENSG00000224058.2,AC006509.7,processed_pseudogene,97.75,49.25,74.25,50.75,21,43.75,20,30.125,68,28.71875
ENSG00000224059.1,HSPA8P16,processed_pseudogene,91.5,150.75,119.625,102.625,173.125,142.625,174.4375,149.25,116.125,159.859375
ENSG00000224060.3,ARSEP1,transcribed_unprocessed_pseudogene,6.5,5.25,6.5,4.625,3.75,7.5,0,0.25,5.71875,2.875
ENSG00000224061.1,AC092106.1,processed_pseudogene,451.5,487.625,547.0625,525.75,466.125,321.4375,360,348.375,502.984375,373.984375
ENSG00000224063.5,AC007319.1,antisense,37,41.375,22.25,33.125,93.875,55.125,109.875,95.75,33.4375,88.65625
ENSG00000224064.1,RP11-344H11.5,processed_pseudogene,2.75,4.5,3.75,5.625,2.75,3.625,1.375,3.625,4.15625,2.84375
ENSG00000224072.1,RP11-75A9.3,processed_pseudogene,146.75,135.625,105.25,177.8125,120.125,143.875,84.375,167.75,141.359375,129.03125
ENSG00000224078.12,SNHG14,processed_transcript,900.875,1059.75,839.75,1039.9375,495.125,827.625,616.75,743.875,960.078125,670.84375
ENSG00000224080.1,UBE2FP1,processed_pseudogene,32,25.75,38.25,22.875,31,39.625,27.75,29.25,29.71875,31.90625
ENSG00000224081.7,LINC01057,lincRNA,11.25,2.75,3.75,4.625,6.5,0,0,1.75,5.59375,2.0625
ENSG00000224083.1,RP11-39K24.4,unprocessed_pseudogene,7.625,4.5,2.625,4.625,25.875,15.375,21.75,12.625,4.84375,18.90625
ENSG00000224086.5,LL22NC03-86G7.1,antisense,313.125,491.125,314.125,361.875,821.75,526,965.75,776.0625,370.0625,772.390625
ENSG00000224093.5,RP5-1033H22.2,antisense,8.75,30.75,7.75,13.375,33.875,30.75,91.5,37.625,15.15625,48.4375
ENSG00000224094.1,RPS24P8,processed_pseudogene,2688.25,2148.375,3184.375,2806.875,1402.125,2256.125,1636.3125,1591.9375,2706.96875,1721.625
ENSG00000224097.5,RP11-472B18.1,transcribed_processed_pseudogene,30.875,17.875,23.375,10.125,28.875,11.375,15.5,16.75,20.5625,18.125
ENSG00000224101.1,ELMO1-AS1,antisense,10,6.125,5,9,15.875,26.75,25.625,13.375,7.53125,20.40625
ENSG00000224110.3,MTRF1LP2,processed_pseudogene,11.25,7.125,10.25,9,15.875,22.625,18.125,10.25,9.40625,16.71875
ENSG00000224114.1,RP11-343H5.4,processed_pseudogene,78.5625,53.75,58,49,57,16.875,52.125,42.75,59.828125,42.1875
ENSG00000224116.6,INHBA-AS1,antisense,23.375,14.625,11.25,5.625,1.875,11.375,5.625,21,13.71875,9.96875
ENSG00000224117.1,PTPN2P2,processed_pseudogene,100.75,105.375,89.5,141,89.5,124.75,87.875,91.5,109.15625,98.40625
ENSG00000224126.2,UBE2SP2,processed_pseudogene,197.5625,209,186.625,203,158.0625,168.875,103.75,149.25,199.046875,144.984375
ENSG00000224138.1,AC000123.4,antisense,21.125,12.375,10.25,19.875,8.5,10.25,25.625,20,15.90625,16.09375
ENSG00000224144.1,ASH2LP1,processed_pseudogene,5.25,0,1.25,6.75,1.875,5,0,0.25,3.3125,1.78125
ENSG00000224152.1,AC009506.1,antisense,32,33.125,24.625,17.875,26.75,12.75,21,16.75,26.90625,19.3125
ENSG00000224155.2,RP11-700P18.2,processed_pseudogene,55.125,97,60.25,66.625,78.5,72.9375,75.875,37.625,69.75,66.234375
ENSG00000224159.1,HMGB1P9,processed_pseudogene,36,36.125,22.25,17.875,17,16.875,16.5,20,28.0625,17.59375
ENSG00000224163.4,RP11-309L24.6,unprocessed_pseudogene,251.8125,342.625,263.5,287.3125,530.75,448.8125,481.5,448.25,286.3125,477.328125
ENSG00000224165.5,DNAJC27-AS1,antisense,23.375,7.75,16.25,21,13.125,43.75,25.625,8,17.09375,22.625
ENSG00000224167.1,RP3-522D1.1,lincRNA,7.625,6.125,3.75,6.75,6.5,2.5,5,6.5,6.0625,5.125
ENSG00000224172.1,RP11-416N13.1,processed_pseudogene,361.375,351.3125,240,425.875,455.125,466.875,399.6875,386.5625,344.640625,427.0625
ENSG00000224174.2,RP4-798A10.4,lincRNA,22.375,13.75,17.5,21,24.875,16.875,25.625,11.25,18.65625,19.65625
ENSG00000224183.1,SDHDP6,processed_pseudogene,182.3125,107.875,167.75,105.875,124.5,74.125,105.625,69.625,140.953125,93.46875
ENSG00000224184.5,AC096559.1,lincRNA,3.875,1.125,0,0,1,11.375,1.375,4.125,1.25,4.46875
ENSG00000224185.1,SNX18P9,processed_pseudogene,10,8.75,10.25,0,2.75,5,6.625,6.5,7.25,5.21875
ENSG00000224186.8,C5orf66,antisense,8.75,0,6.5,3.625,3.75,2.5,5,2.625,4.71875,3.46875
ENSG00000224187.1,RP11-132N15.3,lincRNA,2.75,0,3.75,0,1,3.625,8.5,3.625,1.625,4.1875
ENSG00000224188.1,UBE2D3P4,processed_pseudogene,7.625,4.5,9,3.625,2.75,2.5,0.375,1.75,6.1875,1.84375
ENSG00000224189.6,HAGLR,antisense,207,302.5,170.625,215.75,180.875,115,159.875,169.625,223.96875,156.34375
ENSG00000224195.1,RP11-574K11.5,antisense,7.625,12.375,1.25,1.25,1,1.25,5,4.125,5.625,2.84375
ENSG00000224204.1,PHEX-AS1,antisense,0.25,1.125,0,0,0,2.5,0,5,0.34375,1.875
ENSG00000224208.1,AL590762.6,processed_pseudogene,38.25,58,52.625,62.875,69.75,41.125,54.25,51.375,52.9375,54.125
ENSG00000224209.6,LINC00466,lincRNA,57.25,36.125,55.875,41.375,30.125,38.25,42.75,36,47.65625,36.78125
ENSG00000224216.1,RP13-228J13.1,antisense,21.125,10.25,14.9375,10.125,21.875,25.25,11.25,17.75,14.109375,19.03125
ENSG00000224217.1,RP11-232D9.1,processed_pseudogene,92.625,84.625,64.375,91.5,71,63.375,68.375,93.875,83.28125,74.15625
ENSG00000224224.1,HAUS1P2,processed_pseudogene,27.75,14.625,31.25,26.75,9.25,12.75,12,15.125,25.09375,12.28125
ENSG00000224228.2,RP1-15D23.2,lincRNA,2.75,2.75,3.75,3.625,0,1.25,3.25,5,3.21875,2.375
ENSG00000224236.3,MRRFP1,processed_pseudogene,186.9375,203.625,207.25,156.5,151.75,145,139.875,133.75,188.578125,142.59375
ENSG00000224237.1,MINOS1P3,processed_pseudogene,682.875,590.625,636.25,608.25,511.0625,625.3125,573.625,541.4375,629.5,562.859375
ENSG00000224238.2,WARS2-IT1,antisense,2.75,1.125,1.25,1.25,1.875,7.5,4.125,5,1.59375,4.625
ENSG00000224239.1,AC090044.2,lincRNA,97.75,58,54.75,97.75,117.375,99.5,156.25,84.125,77.0625,114.3125
ENSG00000224245.1,RP11-533K9.3,unprocessed_pseudogene,10,5.25,0,2.5,1,0,3.25,0.25,4.4375,1.125
ENSG00000224255.2,PDCL3P6,processed_pseudogene,15.75,17,23.375,15.625,17,23.625,20,20,17.9375,20.15625
ENSG00000224261.2,RP11-179G5.1,processed_pseudogene,188.25,190,184.25,174.375,78.5,109.25,125.5,111.5,184.21875,106.1875
ENSG00000224272.2,AC114730.3,antisense,12.375,2.125,5,6.75,9.25,2.5,14.625,8,6.5625,8.59375
ENSG00000224273.1,AC005077.7,unprocessed_pseudogene,21.125,24.875,33.75,32.125,24.875,63.375,31.25,25.25,27.96875,36.1875
ENSG00000224280.1,AC005014.5,processed_pseudogene,342.3125,452.25,337.8125,307.875,303.5625,283.5,360,362.375,360.0625,327.359375
ENSG00000224281.4,SLC25A5-AS1,processed_transcript,15.75,22,6.5,10.125,3.75,6.125,11.25,1.75,13.59375,5.71875
ENSG00000224282.3,CTD-2290C23.1,processed_pseudogene,64.75,57.25,62.125,59.875,25.875,45.625,31.25,31.75,61,33.625
ENSG00000224287.2,MSL3P1,transcribed_processed_pseudogene,38.25,30.75,21,32.125,21.875,11.375,22.625,14.375,30.53125,17.5625
ENSG00000224291.1,AC012671.2,processed_pseudogene,40.125,45.625,63.375,59.875,36.125,66.5,21.75,25.875,52.25,37.5625
ENSG00000224292.1,AF196972.9,antisense,1.625,2.125,3.75,6.75,4.875,1.25,0,1.25,3.5625,1.84375
ENSG00000224294.1,RP3-326I13.1,lincRNA,5.25,0,2.625,0,1.875,0,4.125,0,1.96875,1.5
ENSG00000224308.1,LINC01527,antisense,10,4.5,6.5,7.75,4.875,3.625,4.125,1.75,7.1875,3.59375
ENSG00000224309.7,ANKRD30BP2,transcribed_unprocessed_pseudogene,27.75,19.5,14.9375,14.5,63.375,39.625,42.75,33.5,19.171875,44.8125
ENSG00000224315.2,RPL7P7,processed_pseudogene,44.75,23.5,51.375,32.125,21,25.25,12.75,21.5,37.9375,20.125
ENSG00000224316.1,GTF2IP5,unprocessed_pseudogene,0.25,10.25,0,0,4.875,10.25,8.5,2.625,2.625,6.5625
ENSG00000224321.1,RP11-169K16.6,processed_pseudogene,566.0625,621.75,410.75,726.6875,374.125,490.5,335,340.125,581.3125,384.9375
ENSG00000224323.2,DPRXP1,processed_pseudogene,5.25,13.75,5,0,5.625,0,9.25,1.25,6,4.03125
ENSG00000224324.1,THAP5P1,processed_pseudogene,37,40.75,24.625,35.125,14.125,21,26.75,16.75,34.375,19.65625
ENSG00000224331.2,AC019181.3,processed_pseudogene,10,5.25,9,12.375,3.75,7.5,10.25,1.75,9.15625,5.8125
ENSG00000224334.1,AP000357.4,processed_pseudogene,103.75,111.5,93.875,107.5,125.5,112.375,118.625,95.75,104.15625,113.0625
ENSG00000224337.1,FAM8A3P,processed_pseudogene,0.25,0,2.625,6.75,0,0,1.375,16.75,2.40625,4.53125
ENSG00000224340.1,RP11-496H15.2,processed_pseudogene,7.625,11.25,16.25,17.875,6.5,6.125,6.625,15.125,13.25,8.59375
ENSG00000224341.1,RP4-562J12.1,processed_pseudogene,13.375,33.75,14.9375,35.125,3.75,10.25,14.625,13.375,24.296875,10.5
ENSG00000224354.2,MTND2P5,processed_pseudogene,10,8.75,19.875,2.5,15.875,15.375,10.25,25.875,10.28125,16.84375
ENSG00000224356.5,RP11-151A6.4,sense_intronic,13.375,8.75,2.625,7.75,5.625,2.5,1.375,1.75,8.125,2.8125
ENSG00000224358.1,RP11-466F5.8,antisense,5.25,2.75,13.75,19.875,10.25,29.125,6.625,25.875,10.40625,17.96875
ENSG00000224363.2,RP11-289H16.1,lincRNA,8.75,24.25,29.125,22.875,13.125,33.75,33.375,24.25,21.25,26.125
ENSG00000224365.1,RP11-252P18.1,processed_pseudogene,28.875,19.5,19.875,22.875,23,33.75,7.5,11.875,22.78125,19.03125
ENSG00000224367.6,OACYLP,unitary_pseudogene,8.75,6.125,9,11.25,6.5,11.375,0.375,2.625,8.78125,5.21875
ENSG00000224376.1,AC017104.6,processed_transcript,0.25,4.5,5,7.75,4.875,6.125,3.25,7.375,4.375,5.40625
ENSG00000224383.7,PRR29,protein_coding,497.375,714.875,740.625,698.25,784,671.3125,906.25,894.875,662.78125,814.109375
ENSG00000224389.8,C4B,protein_coding,36,26.75,16.25,21,104.875,41.125,72.625,82.125,25,75.1875
ENSG00000224401.2,RPL7P57,processed_pseudogene,12.375,25.75,14.9375,6.75,8.5,6.125,11.25,10.25,14.953125,9.03125
ENSG00000224409.1,RP11-114B7.6,antisense,2.75,1.125,1.25,3.625,11.25,3.625,9.25,8,2.1875,8.03125
ENSG00000224410.1,AC097499.2,processed_pseudogene,17.875,8.75,12.625,10.125,6.5,6.125,12.75,7.375,12.34375,8.1875
ENSG00000224411.3,HSP90AA2P,processed_pseudogene,2709.75,2404.25,2657.4375,2547.875,10249.625,6417.3125,5911.375,7227.5,2579.828125,7451.453125
ENSG00000224413.1,AP001476.2,lincRNA,0.25,3.625,0,0,0,2.5,3.25,5.625,0.96875,2.84375
ENSG00000224415.1,RP11-401L13.4,processed_pseudogene,2735.25,2859.125,2608.25,2880.375,1581.3125,1975.375,1831.875,1674.75,2770.75,1765.828125
ENSG00000224418.1,STK24-AS1,antisense,3.875,6.125,6.5,0,0,10.25,3.25,1.75,4.125,3.8125
ENSG00000224419.1,KRT18P27,processed_pseudogene,14.625,24.875,16.25,15.625,17.875,3.625,25.625,15.875,17.84375,15.75
ENSG00000224420.3,ADM5,protein_coding,23.375,33.75,6.5,25.875,7.5,5,15.5,4.125,22.375,8.03125
ENSG00000224424.7,PRKAR2A-AS1,antisense,6.5,10.25,7.75,7.75,2.75,8.75,16.5,8.75,8.0625,9.1875
ENSG00000224425.2,AC073869.2,processed_pseudogene,51.75,82.75,37,62.875,53.75,45.625,54.25,61,58.59375,53.65625
ENSG00000224426.1,SLC31A1P1,processed_pseudogene,43.625,48.375,33.75,34,55.125,35.125,80.375,27.75,39.9375,49.59375
ENSG00000224427.1,AP000281.1,processed_pseudogene,42.375,39.25,65.375,40.375,27.75,16.875,28.5,12.625,46.84375,21.4375
ENSG00000224429.7,LINC00539,lincRNA,7.625,10.25,12.625,14.5,12.25,6.125,11.25,19.125,11.25,12.1875
ENSG00000224430.2,MKRN5P,processed_pseudogene,29.875,12.375,24.625,12.375,21,7.5,6.625,5.625,19.8125,10.1875
ENSG00000224431.1,AC063976.7,processed_pseudogene,5.25,11.25,10.25,9,10.25,6.125,12.75,8,8.9375,9.28125
ENSG00000224435.2,NF1P6,unprocessed_pseudogene,5.25,2.75,3.75,2.5,9.25,3.625,0.375,1.25,3.5625,3.625
ENSG00000224437.2,PIGUP1,processed_pseudogene,71.625,103.75,86.125,52.875,68.625,38.25,31.25,55.5,78.59375,48.40625
ENSG00000224438.3,RPL23AP14,processed_pseudogene,2.75,2.125,0,4.625,3.75,1.25,3.25,0.25,2.375,2.125
ENSG00000224448.1,GS1-259H13.7,processed_pseudogene,0.25,1.125,5,5.625,2.75,1.25,3.25,8,3,3.8125
ENSG00000224452.1,RSL24D1P6,processed_pseudogene,2.75,17.875,7.75,1.25,9.25,14.125,10.25,0,7.40625,8.40625
ENSG00000224458.3,GUSBP6,transcribed_unprocessed_pseudogene,2.75,7.125,6.5,7.75,1,5,0,5,6.03125,2.75
ENSG00000224459.1,RP11-169K16.4,antisense,17,19.5,17.5,11.25,11.25,16.875,14.625,9.625,16.3125,13.09375
ENSG00000224460.1,RP11-439L18.2,lincRNA,2.75,8.75,1.25,9,1.875,10.25,12.75,5.625,5.4375,7.625
ENSG00000224463.1,AC079354.6,processed_pseudogene,6.5,7.125,0,1.25,12.25,2.5,3.25,3.625,3.71875,5.40625
ENSG00000224468.3,RP11-181K3.4,antisense,10,17,18.75,14.5,31,22.625,35.125,16.75,15.0625,26.375
ENSG00000224470.7,ATXN1L,protein_coding,1587.75,1879.375,1388.25,1540.25,1452.25,1434,1203.375,1357.5625,1598.90625,1361.796875
ENSG00000224475.1,AC073900.4,processed_pseudogene,8.75,3.625,13.75,6.75,1,3.625,2.25,5,8.21875,2.96875
ENSG00000224476.3,RPL36P16,processed_pseudogene,5.25,1.125,2.625,3.625,2.75,2.5,1.375,6.5,3.15625,3.28125
ENSG00000224479.5,AC136289.1,transcribed_unprocessed_pseudogene,8.75,7.125,11.25,1.25,3.75,5,6.625,8.75,7.09375,6.03125
ENSG00000224481.1,RP11-495P10.3,lincRNA,2.75,5.25,3.75,3.625,1.875,2.5,1.375,0.25,3.84375,1.5
ENSG00000224488.1,SAMM50P1,processed_pseudogene,80.625,74.125,67.625,67.5,36.125,52.375,43.875,33.5,72.46875,41.46875
ENSG00000224490.5,TTC21B-AS1,processed_transcript,0.25,21,7.75,22,15,21,17,6.5,12.75,14.875
ENSG00000224494.1,HNRNPA3P14,processed_pseudogene,11.25,7.125,16.25,9,5.625,12.75,5,14.375,10.90625,9.4375
ENSG00000224504.2,RP11-475D12.2,lincRNA,5.25,1.125,10.25,6.75,5.625,6.125,0.375,5,5.84375,4.28125
ENSG00000224520.2,KRT8P45,processed_pseudogene,24.625,17,6.5,19.875,21,22.625,21.75,21.5,17,21.71875
ENSG00000224531.5,SMIM13,protein_coding,1820.75,1678.375,1534.375,1657.375,1278.25,1562.25,1430.5,1343.375,1672.71875,1403.59375
ENSG00000224533.4,TMLHE-AS1,antisense,7.625,2.125,5,5.625,8.5,5,23.625,11.875,5.09375,12.25
ENSG00000224536.1,RP11-134G8.7,antisense,12.375,3.625,9,7.75,1.875,0,4.125,8.75,8.1875,3.6875
ENSG00000224540.1,RP11-385M4.3,processed_pseudogene,10,17.875,17.5,11.25,11.25,16.875,19,10.25,14.15625,14.34375
ENSG00000224543.4,SNRPGP15,processed_pseudogene,644.875,524.875,576.625,607.5,422.4375,660.5625,466.375,533.8125,588.46875,520.796875
ENSG00000224545.1,AC008264.4,processed_pseudogene,3.875,10.25,0,1.25,11.25,5,16.5,10.25,3.84375,10.75
ENSG00000224546.2,EIF4BP3,processed_pseudogene,282.875,348.375,242.25,220.375,250.5625,215.75,241.125,223.75,273.46875,232.796875
ENSG00000224550.1,RP11-270C12.3,processed_pseudogene,666.125,560.5,700.25,693.5625,609.9375,693.3125,519.125,480.375,655.109375,575.6875
ENSG00000224551.1,HMGB3P21,processed_pseudogene,3.875,2.125,2.625,1.25,2.75,1.25,3.25,11.25,2.46875,4.625
ENSG00000224553.1,AC008065.1,processed_pseudogene,3.875,5.25,9,14.5,4.875,6.125,4.125,2.625,8.15625,4.4375
ENSG00000224555.3,RP11-438N5.2,processed_pseudogene,1.625,9.75,6.5,7.75,9.25,11.375,4.125,3.625,6.40625,7.09375
ENSG00000224557.7,HLA-DPB2,transcribed_unprocessed_pseudogene,1.625,2.75,1.25,6.75,12.25,3.625,5.625,3.625,3.09375,6.28125
ENSG00000224559.2,LINC01087,lincRNA,5.25,7.125,2.625,10.125,5.625,11.375,3.25,5,6.28125,6.3125
ENSG00000224563.1,LPP-AS1,antisense,0.25,0,0,0,3.75,7.5,8.5,0,0.0625,4.9375
ENSG00000224566.2,FAM96AP2,processed_pseudogene,20,10.25,30.25,9,6.5,19.75,13.75,6.5,17.375,11.625
ENSG00000224569.3,RP11-341G5.2,processed_pseudogene,71.625,64.25,60.25,67.5,47.625,59.25,40,47.5,65.90625,48.59375
ENSG00000224570.1,RP11-430H12.2,processed_pseudogene,43.625,37,39.25,40.375,43.625,77,55.125,64.125,40.0625,59.96875
ENSG00000224574.1,COL18A1-AS2,antisense,14.625,22.625,6.5,3.625,7.5,3.625,12.75,3.625,11.84375,6.875
ENSG00000224578.4,HNRNPA1P48,transcribed_processed_pseudogene,1330.375,1141.0625,1104.625,1359.25,540.75,459.5,556.4375,492.5625,1233.828125,512.3125
ENSG00000224582.5,LINC01015,antisense,6.5,5.25,2.625,4.625,0,3.625,0.375,0.25,4.75,1.0625
ENSG00000224594.2,RPL29P19,processed_pseudogene,3.875,2.75,11.25,10.125,12.25,2.5,4.125,1.75,7,5.15625
ENSG00000224596.7,ZMIZ1-AS1,antisense,3.875,17,5,6.75,21.875,5,1.375,5,8.15625,8.3125
ENSG00000224597.9,SVIL-AS1,antisense,929.5625,674.25,797.25,706.25,1286.625,984.625,1153.75,1133,776.828125,1139.5
ENSG00000224598.1,RPS5P2,processed_pseudogene,6.5,16.25,14.9375,11.25,15,6.125,17,19.125,12.234375,14.3125
ENSG00000224600.5,RP4-612B18.1,processed_pseudogene,70.625,27.625,71.625,58.875,58,62.125,16.5,47.5,57.1875,46.03125
ENSG00000224609.6,HSD52,processed_transcript,7.625,3.625,12.625,14.5,4.875,6.125,8.5,4.125,9.59375,5.90625
ENSG00000224611.1,AC007919.18,processed_pseudogene,13.375,7.75,9,14.5,10.25,10.25,1.375,9.625,11.15625,7.875
ENSG00000224614.1,TNK2-AS1,antisense,2.75,0,5,0,8.5,0,7.5,2.625,1.9375,4.65625
ENSG00000224616.1,RTCA-AS1,antisense,3.875,0,6.5,6.75,17,3.625,14.625,9.625,4.28125,11.21875
ENSG00000224618.1,AC096921.2,processed_pseudogene,30.875,13.75,17.5,11.25,23,12.75,47.5,44.75,18.34375,32
ENSG00000224627.1,RPL37P10,processed_pseudogene,14.625,5.25,5,10.125,1.875,3.625,0.375,3.625,8.75,2.375
ENSG00000224628.2,RP5-854E16.2,processed_pseudogene,273,370.5,297,323,191.75,266.3125,424.625,302.875,315.875,296.390625
ENSG00000224629.1,RP5-1142J19.2,processed_pseudogene,15.75,10.25,0,2.5,7.5,2.5,2.25,1.75,7.125,3.5
ENSG00000224631.4,RP11-51O6.1,transcribed_processed_pseudogene,27986.375,22644.75,30882.125,28177.25,12769.375,16310.375,14497.5,14663.625,27422.625,14560.21875
ENSG00000224635.1,RP4-564F22.5,lincRNA,5.25,10.25,10.25,9,62.375,25.25,53.1875,43.75,8.6875,46.140625
ENSG00000224637.1,PDSS1P2,unprocessed_pseudogene,17,13.75,9,19.875,10.25,22.625,9.25,13.375,14.90625,13.875
ENSG00000224638.1,AC106900.6,lincRNA,6.5,4.5,1.25,1.25,1.875,2.5,1.375,4.125,3.375,2.46875
ENSG00000224644.1,RP11-16L21.7,antisense,6.5,6.125,0,7.75,17.875,7.5,14.625,2.625,5.09375,10.65625
ENSG00000224646.2,AC007387.2,processed_pseudogene,130.75,71.375,141,125.5,115.125,117.875,75,122.25,117.15625,107.5625
ENSG00000224649.1,AF124730.4,antisense,0.25,0,3.75,0,9.25,3.625,0.375,0,1,3.3125
ENSG00000224660.1,SH3BP5-AS1,antisense,194.625,148.625,150.6875,179.5,261.25,229.75,305.3125,326.625,168.359375,280.734375
